CG/TG,CONSUMER_ID,PRODUCT_ID,PRICE,TRX_DATE,Offer_Type,Type,Validity,Voice_Benefit,Data_Benefit,Voice_Price,Data_Price,Combo_Price,Product_Description
CG,1.03E+11,P151,74,15-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,68719487166,P151,193,30-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,25769832292,P151,383,02-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,51539660991,P151,474,13-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,8589959463,P151,91,28-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,85899349418,P151,197,25-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,51539633182,P151,176,28-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,85899386383,P151,308,26-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,23352,P151,410,18-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,44068,P151,89,14-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.55E+11,P151,199,28-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,42949709348,P151,19,27-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.63E+11,P151,124,22-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.03E+11,P151,244,28-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,17179888017,P151,20,28-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.37E+11,P151,267,20-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,85899382516,P151,60,30-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,42949683361,P151,370,20-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.29E+11,P151,244,19-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,8589949028,P151,458,17-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,42949693090,P151,188,23-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,17179896760,P151,149,14-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,51539615201,P151,381,20-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,51539642632,P151,133,25-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,94489298666,P151,404,20-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,85899374699,P151,221,05-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.29E+11,P151,18,23-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,42949674238,P151,339,27-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,17179915620,P151,412,25-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.29E+11,P151,26,27-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,68719497874,P151,164,30-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,85899368941,P151,8,20-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,17571,P151,388,17-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.55E+11,P151,287,16-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,51539645797,P151,49,21-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.20E+11,P151,354,19-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,94489324283,P151,231,24-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,17179889621,P151,215,01-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,51539627046,P151,278,17-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.20E+11,P151,196,30-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,21366,P151,142,13-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,8589975746,P151,435,21-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,17179910096,P151,54,20-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,42949689567,P151,94,23-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,68719494776,P151,412,29-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,60129572759,P151,499,25-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,51278,P151,195,02-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,42949705812,P151,17,23-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,94489315488,P151,85,17-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.46E+11,P151,286,31-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,51539651876,P151,493,20-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.29E+11,P151,14,01-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,85899372644,P151,308,15-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,34359738777,P151,463,05-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,34359762661,P151,59,31-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,34359776235,P151,103,26-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,85899357095,P151,320,14-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.63E+11,P151,144,05-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,51539628190,P151,354,21-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,51539663196,P151,195,04-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,34359776445,P151,245,05-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,85899394581,P151,321,29-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.12E+11,P151,232,30-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,42949715056,P151,365,22-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.29E+11,P151,454,14-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,34359762109,P151,330,28-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,85899382638,P151,291,02-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,85899364237,P151,340,01-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.03E+11,P151,237,18-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,51539657921,P151,146,20-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.29E+11,P151,213,27-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,77309438679,P151,408,26-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,8593,P151,220,21-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.63E+11,P151,465,19-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,34359786710,P151,269,05-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.03E+11,P151,45,18-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,68719525094,P151,172,18-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,29097,P151,225,30-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,38723,P151,425,02-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,77309445127,P151,273,28-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.29E+11,P151,147,24-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,51539660137,P151,362,25-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.37E+11,P151,152,04-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.55E+11,P151,152,24-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,51539640602,P151,309,28-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.55E+11,P151,155,17-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.20E+11,P151,187,05-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,60129578789,P151,405,03-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.46E+11,P151,491,05-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,11894,P151,358,26-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,34359775295,P151,408,02-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,17179887880,P151,373,18-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.46E+11,P151,307,20-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,25769822682,P151,433,24-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,42949706501,P151,371,14-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,34359765476,P151,23,28-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,8589972650,P151,281,19-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,85899399455,P151,177,02-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,24528,P151,154,30-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,34359767130,P151,373,02-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,60129582629,P151,496,03-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,68719487752,P151,208,27-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.55E+11,P151,272,30-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.29E+11,P151,208,02-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,51539614869,P151,417,28-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,94489280754,P151,256,17-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.46E+11,P151,50,05-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.12E+11,P151,467,17-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,25769804706,P151,148,15-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,17179890820,P151,387,17-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,20041,P151,265,22-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,42949676673,P151,227,26-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,51539648389,P151,355,27-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.63E+11,P151,488,24-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.46E+11,P151,458,28-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,34359769747,P151,148,16-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.29E+11,P151,407,19-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.55E+11,P151,430,03-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,17179889241,P151,464,26-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,25769831373,P151,245,21-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,42949705899,P151,193,21-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.46E+11,P151,14,18-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,51539629045,P151,414,26-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,94489280513,P151,314,17-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,85899352662,P151,494,14-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,8589966076,P151,316,01-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,17179874126,P151,409,15-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,48333,P151,211,15-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,94489315167,P151,158,15-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.55E+11,P151,371,17-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.20E+11,P151,27,31-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,8589935361,P151,374,15-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,68719525739,P151,255,24-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.55E+11,P151,138,27-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,17179922072,P151,245,22-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,25769831001,P151,380,16-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,77309416929,P151,362,21-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,28437,P151,495,01-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.20E+11,P151,93,17-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.03E+11,P151,64,24-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.55E+11,P151,426,03-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,68719514692,P151,68,26-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.29E+11,P151,68,04-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.03E+11,P151,362,25-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.46E+11,P151,18,28-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.03E+11,P151,53,03-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.37E+11,P151,400,28-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.63E+11,P151,414,22-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.37E+11,P151,405,25-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,51539628041,P151,43,14-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.37E+11,P151,121,19-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,25769808603,P151,319,20-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,34359742396,P151,466,16-01-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,8589962458,P151,72,17-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.46E+11,P151,21,22-02-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,68719526802,P151,136,28-05-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,1.46E+11,P151,209,15-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
CG,17179889254,P151,238,13-03-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,17179917654,P151,245,26-04-2022,Open,Voice,Weekly,432,0,288,0,0,70 Local+National SMS_7D
TG,1.12E+11,P111,419,24-03-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,85899385797,P111,313,18-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,1.03E+11,P111,371,24-03-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,1.37E+11,P111,496,21-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,8589970812,P111,304,27-04-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,51539650220,P111,218,25-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,68719521980,P111,143,29-01-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,34359788222,P111,272,17-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,1.29E+11,P111,426,21-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,94489281014,P111,369,17-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,1.20E+11,P111,121,22-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,1.37E+11,P111,496,27-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,1.29E+11,P111,63,20-01-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,1.37E+11,P111,431,02-03-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,1.29E+11,P111,271,24-04-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,8589935986,P111,96,28-04-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,1102,P111,295,24-04-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,1.55E+11,P111,114,13-03-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,51539643409,P111,337,13-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,68719485353,P111,212,04-01-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,85899353743,P111,443,19-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,1.12E+11,P111,67,25-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,42949680953,P111,312,21-01-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,85899399061,P111,7,01-01-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,68719478732,P111,45,25-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,77309447336,P111,186,15-01-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,60129557616,P111,24,05-04-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,42949698661,P111,67,25-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,34359749979,P111,112,03-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,1.37E+11,P111,279,13-01-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,1.03E+11,P111,114,28-04-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,77309430805,P111,118,19-01-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,85899394323,P111,492,04-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,17179911776,P111,407,28-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,17179879395,P111,478,20-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,1.46E+11,P111,41,20-01-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,17179901853,P111,393,03-01-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,1.55E+11,P111,107,16-03-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,25769834523,P111,143,27-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,68719503081,P111,361,22-03-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,25769839323,P111,276,22-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,1.20E+11,P111,281,19-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,1.63E+11,P111,10,03-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,1.46E+11,P111,244,19-03-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,1.29E+11,P111,70,13-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,68719500175,P111,422,25-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,1.03E+11,P111,79,28-04-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,1.55E+11,P111,47,29-03-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,77309417403,P111,136,25-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,34359769431,P111,45,13-04-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,17179882805,P111,360,16-04-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,34359767675,P111,499,17-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,1.63E+11,P111,257,31-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,51539618958,P111,318,30-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,51539611404,P111,53,19-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,30486,P111,129,23-03-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,17179870987,P111,170,27-03-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,60129565191,P111,447,13-03-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,1.29E+11,P111,99,16-05-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,17179906574,P111,32,15-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,85899348890,P111,292,21-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,1.20E+11,P111,10,20-01-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
TG,68719531282,P111,267,18-02-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
CG,60129573081,P111,387,02-01-2022,Open,Data,Weekly,0,1251,0,226,0,500 MB standalone Data Pack_28D
